MATRICULA,REQUISITO,WA,SS,OVP,DISC,DISC EXTRA
A01284603,1,1,1,1,0,1
A01282152,0,0,1,0,0,1
A01720268,1,1,1,0,0,1
A01251886,1,1,1,1,0,1
A01197976,1,1,1,1,0,1
A01540245,1,0,1,1,0,1
A01747049,1,1,1,1,0,0
A01177767,1,1,1,1,0,1
A01284124,1,1,1,1,0,1
A01721901,1,1,1,1,0,0
A01721796,1,1,1,1,0,1
A01721828,1,1,1,1,0,1
A01383351,1,1,1,1,0,1
A00572213,1,1,1,1,0,1
A01571010,1,1,1,1,0,1
A01284667,1,1,1,0,0,1
A01284882,1,1,1,1,0,0
A01721872,1,1,1,1,0,0
A01284686,1,1,1,1,0,1
A00227243,1,1,1,1,0,0
A01197989,1,1,1,1,0,1
A01198056,1,1,1,1,0,1
A01571066,1,1,1,1,0,1
A01721805,1,1,1,1,0,1
A01733206,1,1,1,1,0,1
A01369314,1,1,1,1,0,1
A01571226,1,1,1,1,0,1
A01571163,1,1,1,1,0,1
A01721958,1,1,1,1,0,1
A01704564,1,1,1,1,0,1
A01721833,1,1,1,1,0,1
A01198159,1,1,1,1,0,1
A01177824,1,1,1,1,0,1
A01620575,1,1,1,1,0,1
A01721982,1,1,1,1,0,1
A01721624,1,1,1,1,0,0
A01721730,1,0,1,1,0,1
A01721663,1,1,1,1,0,1
A01177822,1,1,1,1,0,1
A00572366,1,1,1,1,0,1
A01177695,1,1,1,1,0,1
A01721319,1,1,1,1,0,1
A01721084,1,1,1,1,0,1
A01570745,1,1,1,1,0,1
A01285082,1,1,1,1,0,1
A00834687,1,1,1,1,0,0
A01571164,1,1,1,1,0,1
A01284300,1,1,1,1,0,1
A01721548,0,0,1,1,0,1
A01383383,1,1,1,1,0,1
A01197977,1,1,1,1,0,1
A01722009,1,1,1,1,0,1
A01620836,1,1,1,1,0,1
A01566880,1,1,1,1,0,1
A01284606,1,1,1,0,0,1
A01284829,1,1,1,1,0,0
A01552355,1,1,1,1,0,1
A01178002,1,1,1,1,0,1
A01732522,1,1,1,1,0,1
A01177872,1,1,1,0,0,1
A01235587,1,1,1,1,0,1
A01721786,1,1,1,1,0,1
A01177837,1,1,1,1,0,1
A01177732,1,1,1,1,0,1
A01177726,1,1,1,1,0,1
A01704211,1,1,1,1,0,1
A01177728,1,1,1,1,0,1
A01383384,1,1,1,1,0,1
A01198048,1,1,1,1,0,1
A01568679,1,1,1,1,0,1
A01568822,1,1,1,1,0,1
A01568864,1,1,1,1,0,1
A01571002,1,1,1,1,0,1
A01284785,1,1,1,1,0,1
A01570960,1,1,1,1,0,1
A01275686,1,1,1,1,0,1
A01568771,1,1,1,1,0,1
A01383437,1,1,1,1,0,1
A01198165,0,1,1,1,0,1
A01733089,1,0,1,1,0,1
A01571007,1,1,1,1,0,1
A01284748,1,1,1,1,0,1
A01740693,1,1,1,1,0,1
A01368990,1,1,1,1,0,1
A01636309,1,1,1,1,0,0
A01177926,1,1,1,1,0,1
A01252436,1,1,1,1,0,1
A01571158,0,0,1,1,0,1
A01747163,1,1,1,1,0,1
A01198184,1,1,1,1,0,1
A00572372,1,1,1,1,0,1
A00831595,1,1,1,1,0,1
A00834886,0,1,1,1,0,1
A00572227,1,1,1,1,0,1
A01284963,1,1,1,1,0,1
A00835051,1,1,1,1,0,1
A01733345,1,1,1,1,0,1
A01275575,1,1,1,1,0,1
A01721678,1,1,1,1,0,1
A01285131,1,1,1,1,0,1
A01284766,1,1,1,1,0,1
A00834793,1,1,1,1,0,1
A01721815,1,0,1,1,0,1
A01721846,1,1,1,1,0,1
A01177897,1,1,1,1,0,1
A01722023,1,1,1,1,0,1
A00826838,1,1,1,1,0,1
A00833384,1,1,1,1,0,0
A01721732,1,1,1,1,0,1
A01284894,1,1,1,1,0,1
A01284844,1,1,1,1,0,1
A01721930,1,1,1,1,0,1
A01562804,1,1,1,1,0,1
A01284896,1,1,1,1,0,1
A01177757,1,1,1,1,0,1
A01721933,1,1,1,1,0,1
A01721690,1,1,1,1,0,0
A01721934,1,1,1,1,0,0
A01198047,1,1,1,1,0,1
A01177804,1,1,1,1,0,1
A01284857,1,1,1,1,0,1
A01275617,1,1,1,1,0,1
A01234458,1,1,1,1,0,1
A01540899,1,1,1,1,0,1
A01284726,1,1,1,1,0,1
A01721893,1,1,1,1,0,1
A01275602,1,1,1,1,0,1
A01284713,1,1,1,1,0,1
A01177836,0,0,1,0,0,1
A01571125,1,1,1,1,0,1
A01705734,1,1,1,1,0,1
A01571195,1,1,1,1,0,1
A01285002,1,1,1,1,0,1
A01571058,1,1,1,1,0,1
A01721951,1,1,1,1,0,1
A01722053,1,1,1,1,0,1
A01722029,1,1,1,1,0,1
A01732902,1,1,1,1,0,1
A01177970,1,1,1,0,0,1
A01620754,1,1,1,1,0,0
A01285108,1,1,1,1,0,1
A01177992,1,0,1,1,0,1
A01252732,1,1,1,1,0,0
A00830712,1,1,1,1,0,1
A01722039,1,1,1,1,1,1
A01411938,1,1,1,1,0,1
A01722140,1,1,1,1,0,1
A01571213,1,1,1,1,0,1
A01748093,1,1,1,1,0,1
A01198215,0,1,1,1,0,1
A01252713,1,1,1,1,0,1
A01620789,1,1,1,1,0,0
A01552424,1,1,1,1,0,1
A00832937,1,1,1,1,0,1
A00833249,1,1,1,1,0,1
A00833008,1,1,1,1,0,0
A00835195,1,1,1,1,1,1
A00833764,1,1,1,1,0,1
A01285171,1,1,1,1,0,0
A00831721,1,1,1,1,0,1
A01735142,1,1,1,1,0,1
A01741382,1,1,1,1,0,1
A01198284,1,1,1,1,0,1
A01236285,1,1,1,1,0,1
A01552476,1,1,1,1,0,1
A01705393,1,1,1,1,0,1
A01612058,1,1,1,1,0,1
A01705362,1,1,1,1,0,1
A00830395,1,1,1,1,0,1
A00830040,1,1,1,1,0,1
A01253134,1,1,1,1,0,1
A01232580,1,1,1,1,0,1
A00829175,1,1,1,1,0,1
A01769325,1,1,1,1,0,1
A01562456,1,1,1,1,1,1
A01571352,1,1,1,1,0,0
A01253259,1,1,1,1,0,1
A00831834,1,1,1,1,0,1
A00829854,1,1,1,1,0,1
A01707737,1,1,1,1,0,1
A01734771,1,1,1,1,0,1
A00831881,1,1,1,1,0,1
A00227696,1,1,1,1,0,1
A00834603,1,0,1,1,0,1
A00834743,1,1,1,1,0,1
A01235903,1,1,1,1,0,1
A01660415,1,1,1,1,0,1
A00832349,1,1,1,1,0,1
A01412298,1,1,1,1,0,1
A00832765,1,1,1,1,0,1
A00832729,1,1,1,1,0,1
A01639288,1,1,1,1,0,1
A00833306,1,1,1,1,0,1
A00832651,1,1,1,1,0,1
A00832271,1,1,1,1,0,1
A01412759,1,1,1,1,0,0
A00832652,1,1,1,1,0,1
A00832446,1,1,1,1,1,1
A00832642,1,1,1,1,0,1
A00831173,1,1,1,1,0,1
A00830045,1,1,1,1,0,1
A00832851,1,1,1,1,0,1
A00830970,1,1,1,1,0,1
A00832269,1,1,1,1,0,1
A00833101,0,1,1,1,0,0
A00833819,1,1,1,1,1,1
A00833210,1,1,1,1,0,1
A01236093,1,1,1,1,0,1
A01562461,1,1,1,1,0,1
A00831440,1,1,1,1,0,1
A00832907,1,1,1,1,0,1
A00832680,1,1,1,1,0,1
A00833190,1,1,1,1,0,1
A01235956,1,1,1,1,0,1
A00831378,1,1,1,1,0,1
A00833625,1,1,1,1,0,1
A00833179,1,1,1,1,0,1
A00833564,1,1,1,1,0,1
A01412660,1,1,1,1,0,1
A00833687,1,1,1,1,0,1
A00834698,1,1,1,1,0,1
A01735902,1,1,1,1,0,1
A00833417,1,0,1,0,0,1
A00833344,1,1,1,1,0,1
A00831430,1,1,1,1,0,1
A00832837,1,1,1,1,0,1
A00831800,1,1,1,1,0,1
A00833148,1,1,1,1,0,1
A00833293,1,1,1,1,0,1
A01384614,1,1,1,1,0,1
A00833221,1,1,1,1,0,1
A00833290,1,1,1,1,0,1
A01735626,1,1,1,1,0,1
A01753731,1,1,1,1,0,1
A00834605,1,1,1,1,0,1
A00833862,1,1,1,1,0,1
A00833660,1,1,1,1,0,1
A00832872,1,1,1,1,0,0
A00832623,1,1,1,0,0,1
A00833189,1,1,1,1,0,1
A01640833,1,1,1,1,0,1
A00832806,1,1,1,1,0,1
A00833149,1,1,1,1,0,1
A01735431,1,1,1,1,0,1
A01736099,1,1,1,1,0,1
A00833711,1,1,1,1,0,1
A01384201,1,1,1,1,0,1
A00832681,1,1,1,1,0,1
A00832881,1,1,1,1,0,1
A01254032,1,1,1,1,0,0
A00832985,1,1,1,1,0,1
A00833579,1,1,1,1,0,1
A00834401,1,1,1,1,0,0
A01384429,1,1,1,1,0,1
A01781833,1,1,1,1,0,1
A00831646,1,1,1,1,0,1
A01236274,1,1,1,1,0,1
A00832222,1,1,1,1,0,1
A00833257,1,1,1,1,0,1
A00833582,1,1,1,1,0,0
A00833516,1,1,1,1,0,1
A00833064,1,1,1,1,0,1
A00833479,1,1,1,1,0,1
A01562619,1,1,1,1,0,1
A00833522,1,1,1,1,0,1
A00832964,1,1,1,1,0,1
A00833048,1,1,1,1,0,1
A00833578,1,1,1,1,0,1
A00834004,1,1,1,1,0,1
A00834304,1,1,1,1,0,1
A01736228,1,1,1,1,0,1
A00833567,1,1,1,0,0,1
A00833488,1,1,1,1,0,1
A00833159,1,1,1,1,0,1
A00834220,1,1,1,1,0,1
A00833401,1,1,1,1,0,1
A00833806,1,1,1,1,0,1
A00227809,1,1,1,1,0,1
A00833511,1,1,1,1,0,1
A01708976,1,1,1,1,0,1
A01736171,1,1,1,1,0,1
A00833937,1,1,1,1,0,1
A00835070,1,1,1,1,0,1
A00835277,1,1,1,1,0,1
A01277023,1,1,1,1,0,1
A00834030,1,1,1,1,0,1
A00834326,1,1,1,1,0,1
A00833934,1,1,1,1,0,1
A01782402,1,1,1,1,0,1
A00833595,1,1,1,1,0,1
A00833425,1,1,1,1,0,1
A00833160,1,1,1,1,0,1
A00835130,1,1,1,1,0,1
A00833266,1,1,1,1,0,1
A00833287,1,0,1,1,0,1
A00833217,1,1,1,1,0,1
A00834901,1,0,1,1,0,1
A00834241,1,1,1,1,0,1
A00834613,1,1,1,1,0,1
A01384738,1,1,1,1,0,1
A00834760,1,1,1,1,0,1
A00834342,1,1,1,1,0,1
A01662124,0,1,1,1,0,1
A00833623,1,1,1,1,0,1
A00834122,1,1,1,1,0,1
A01736352,1,1,1,1,0,1
A00835192,1,0,1,1,0,1
A00834673,1,1,1,1,0,1
A00834107,0,1,1,1,0,1
A01562691,1,1,1,1,0,1
A00834134,1,0,1,1,0,1
A01736320,0,0,1,0,0,1
A01754838,1,1,1,1,0,1
A01662273,1,1,1,1,0,1
A00834992,1,1,1,1,0,0
A00833910,1,1,1,0,0,1
A00835116,1,1,1,1,0,1
A00835285,1,1,1,1,0,1
A01412788,1,1,1,1,0,1
A00835311,1,1,1,1,0,1
A00835141,1,1,1,1,0,1
A01425018,1,1,1,1,0,0
A00834632,1,1,1,0,0,1
A00835263,1,1,1,1,0,1
A00835446,1,1,1,1,0,1
A00835435,1,1,1,1,0,1
A00834017,1,1,1,1,0,1
A00833943,1,1,1,1,0,1
A00834043,1,0,1,1,0,1
A00573688,1,1,1,1,0,1
A00835280,1,1,1,1,0,1
A00834621,1,1,1,1,0,1
A00834141,1,1,1,1,0,1
A00834762,1,1,1,1,0,1
A01412749,1,1,1,1,0,1
A00834439,1,1,1,1,0,1
A01254246,1,1,1,1,0,1
A00834825,1,1,1,1,0,1
A00835320,1,1,1,1,0,1
A00835082,1,1,1,1,0,1
A01562855,1,1,1,1,0,0
A00835269,1,1,1,1,0,1
A00834021,1,1,1,1,0,1
A00833651,1,1,1,1,0,1
A00834425,1,1,1,1,0,1
A00834144,1,1,1,1,0,1
A01560653,1,1,1,1,0,1
A01383481,1,1,1,1,0,1
A01283845,1,1,1,1,0,1
A01703397,1,1,1,1,0,1
A01721433,1,1,1,1,0,1
A01720888,1,1,1,1,0,1
A01611248,1,1,1,1,0,1
A01382952,1,1,1,1,0,1
A01177762,1,1,1,1,0,1
A01281809,0,0,1,0,0,1
A01284729,1,1,1,1,0,1
A01284625,1,0,1,1,0,1
A01284171,1,1,1,1,0,1
A01173764,1,1,1,1,0,1
A01177086,1,1,1,1,0,1
A01177199,1,1,1,1,0,1
A01197528,1,1,1,1,0,1
A01620551,1,1,1,1,0,1
A01281834,1,0,1,1,0,1
A01280886,1,1,1,1,0,1
A00344769,1,1,1,1,1,1
A01197457,1,1,1,1,0,1
A01283998,1,1,1,1,0,1
A01284646,1,1,1,1,0,0
A01275067,1,1,1,1,0,1
A01732554,1,1,1,1,0,1
A01284733,1,1,1,1,0,0
A01197637,0,1,1,1,0,1
A01731485,1,1,1,1,1,1
A00571878,1,1,1,1,0,1
A01197775,1,1,1,1,0,1
A01284781,1,1,1,1,0,1
A01411596,1,1,1,1,0,1
A01540437,1,1,1,1,0,1
A01039969,1,0,1,1,0,1
A00831878,1,1,1,1,0,1
A01620440,1,1,1,1,0,1
A01570113,1,1,1,1,0,1
A01197597,1,1,1,1,0,1
A01720834,0,1,1,1,1,1
A01702639,1,1,1,1,0,1
A01197876,1,1,1,1,0,1
A01274590,1,1,1,1,0,1
A01720596,1,1,1,1,0,1
A01568516,0,1,1,1,0,1
A01067082,1,1,1,1,0,1
A01284019,1,1,1,1,0,1
A01284967,1,1,1,1,0,1
A01382986,1,1,1,1,0,1
A01721108,1,1,1,1,0,1
A01284213,1,1,1,1,0,1
A01174069,1,0,1,1,0,1
A01721711,1,1,1,1,0,1
A01721038,1,1,1,1,0,1
A01383096,1,1,1,1,0,1
A01721636,1,1,1,1,0,1
A01740374,1,1,1,1,0,1
A01284348,1,1,1,1,0,1
A01654241,1,1,1,1,0,1
A01721202,1,1,1,1,0,1
A01720998,1,1,1,1,0,1
A01383045,1,1,1,1,0,1
A01721101,1,1,1,1,0,1
A01245408,1,1,1,1,0,1
A01383092,1,1,1,1,0,1
A01277332,1,1,1,1,0,1
A01177561,1,1,1,1,0,1
A01245435,1,0,1,1,0,1
A00835205,1,1,1,1,0,1
A01721401,1,1,1,1,0,1
A01177594,1,0,1,1,0,1
A01721481,1,1,1,1,0,1
A01284489,1,1,1,1,0,1
A01368061,1,1,1,1,0,1
A01740640,1,1,1,1,0,1
A01411722,1,1,1,1,0,1
A01570913,1,1,1,1,0,1
A01383304,1,1,1,1,0,1
A01732750,1,1,1,1,0,1
A01570952,1,1,1,1,0,1
A01721597,1,0,1,1,0,1
A01611668,1,1,1,1,0,1
A01275499,1,1,1,1,0,1
A01383395,1,0,1,1,0,1
A01368643,1,1,1,1,0,1
A00824230,1,1,1,1,0,1
A01026261,1,0,1,0,0,1
A01571143,1,1,1,1,0,1
A01721861,1,1,1,1,0,0
A01177712,1,1,1,1,0,1
A01704076,1,1,1,1,0,1
A01284650,1,1,1,1,0,1
A01656635,1,1,1,1,0,1
A01570966,1,1,1,1,0,1
A01655996,1,1,1,1,0,1
A01568739,1,1,1,1,0,1
A01383335,1,1,1,1,1,1
A01177713,1,1,1,1,0,1
A01571080,1,1,1,1,0,1
A01252361,1,1,1,1,0,1
A01383507,1,1,1,1,0,1
A01383387,1,1,1,1,0,1
A01721900,1,1,1,1,0,1
A01732596,0,1,1,1,0,1
A01568729,1,1,1,1,0,1
A01284616,1,1,1,0,0,1
A01284968,1,1,1,1,0,1
A01568818,1,1,1,1,0,1
A01568773,1,1,1,1,0,1
A01721746,1,1,1,1,0,1
A01252395,1,1,1,1,0,1
A01252455,1,1,1,1,0,1
A01747373,1,1,1,0,0,1
A01177842,1,1,1,1,0,1
A01411882,1,1,1,1,0,1
A01198101,1,1,1,1,0,1
A01732557,1,1,1,1,0,0
A01252400,1,1,1,1,0,0
A01368621,1,1,1,1,0,1
A01284984,1,1,1,1,0,1
A01198006,1,1,1,1,0,1
A01368666,1,1,1,1,0,1
A01285016,1,1,1,1,0,1
A01571063,1,1,1,1,0,1
A01721868,1,1,1,1,0,1
A01721912,1,1,1,1,0,1
A01198157,1,1,1,1,0,0
A01177815,1,1,1,1,0,1
A01747843,1,1,1,1,0,1
A01611744,1,1,1,1,0,1
A01740762,1,1,1,1,0,1
A01721801,1,1,1,1,0,1
A01721909,1,1,1,1,0,1
A01721871,1,1,1,1,0,1
A01252522,1,1,1,1,0,1
A01747125,1,1,1,1,0,1
A01177794,1,1,1,1,0,0
A01245422,1,1,1,1,0,1
A00227258,1,1,1,1,0,1
A00227337,1,1,1,1,0,1
A01352049,1,1,1,1,0,1
A01177949,1,1,1,1,0,1
A01656708,1,1,1,1,0,1
A01284786,1,0,1,0,0,1
A01198026,1,1,1,1,0,1
A01721877,1,1,1,1,0,0
A01384646,1,1,1,1,0,1
A00835297,1,1,1,1,0,1
A01198031,1,1,1,1,0,1
A01721806,1,1,1,1,0,1
A01284835,1,1,1,1,0,1
A01177708,1,1,1,1,0,1
A00227239,1,1,1,1,0,1
A01636295,1,1,1,1,0,1
A00232347,1,1,1,1,0,1
A01721960,1,1,1,1,0,1
A01747380,1,1,1,1,0,1
A01284662,1,1,1,1,0,1
A01233977,1,1,1,1,0,1
A01284836,1,1,1,1,0,1
A00572330,1,1,1,1,0,0
A01721659,1,1,1,1,0,1
A01722008,1,1,1,0,0,1
A01721883,1,1,1,1,0,1
A01284839,1,1,1,1,0,1
A01721807,1,1,1,1,0,1
A01177720,1,1,1,1,0,0
A01252523,1,1,1,1,0,1
A01275561,1,1,1,1,0,1
A01177742,1,1,1,1,0,1
A01252526,1,1,1,1,0,1
A01177891,1,1,1,1,0,1
A01284889,1,1,1,1,0,1
A01351969,0,1,1,1,0,1
A01284698,1,1,1,1,0,1
A01284799,1,1,1,1,0,1
A01174125,1,1,1,0,0,1
A01721928,1,1,1,1,0,1
A01721844,1,1,1,1,0,1
A01197996,1,1,1,1,0,1
A01233984,1,1,1,1,0,1
A01198089,1,1,1,1,0,1
A01177746,1,1,1,1,0,1
A00833965,1,1,1,1,0,1
A01656099,1,1,1,1,0,1
A01285055,1,1,1,1,0,1
A01635693,1,1,1,1,0,1
A01721767,1,1,1,1,0,1
A01721776,1,1,1,1,0,1
A01721735,1,1,1,1,0,1
A01177758,1,1,1,1,0,1
A01067393,1,1,1,1,0,1
A01552367,1,1,1,1,0,1
A01383442,1,1,1,1,0,1
A01174240,1,0,1,1,0,1
A00835358,1,1,1,1,0,1
A01411917,1,1,1,1,0,1
A01284708,1,1,1,1,0,1
A01721852,1,1,1,1,0,1
A01732686,1,0,1,0,0,1
A01383431,1,1,1,1,0,1
A01198015,1,1,1,1,0,1
A01368784,1,1,1,1,0,1
A01411850,1,1,1,1,0,1
A01722087,1,1,1,1,0,1
A01411852,1,1,1,1,0,1
A01284856,1,1,1,1,0,1
A01234426,1,1,1,1,0,1
A01612105,0,1,1,1,0,1
A01177749,1,1,1,1,0,1
A01368759,1,1,1,1,0,1
A01235692,0,1,1,1,0,1
A01177854,1,1,1,1,0,1
A01656059,1,1,1,1,0,1
A01722121,1,1,1,1,0,0
A01571094,1,1,1,1,0,1
A01656179,1,1,1,1,0,1
A01198016,1,1,1,1,0,1
A01285056,1,1,1,1,0,1
A01285052,1,1,1,1,0,1
A01722120,1,1,1,1,0,0
A01613533,1,1,1,0,0,1
A01721948,0,1,1,1,0,0
A01198177,1,1,1,1,0,1
A01722092,1,1,1,1,0,1
A01704849,1,1,1,0,0,1
A01722094,1,1,1,1,0,1
A01747966,1,1,1,1,0,1
A01722036,1,0,1,1,0,1
A01722100,1,1,1,1,0,1
A01541162,1,1,1,1,0,1
A00828901,1,1,1,1,0,1
A00833841,1,1,1,1,0,1
A01571186,1,1,1,1,0,1
A01704955,1,1,1,1,0,1
A00572495,1,1,1,1,0,0
A01246780,1,1,1,1,0,1
A00835184,1,1,1,1,0,1
A01770907,1,1,1,1,0,0
A00835400,1,1,1,1,0,1
A00829652,1,1,1,1,0,1
A01246464,1,1,1,1,0,1
A01235812,1,1,1,1,0,1
A01285163,1,1,1,1,0,1
A01656834,1,1,1,1,0,0
A01285160,1,1,1,1,0,1
A01276015,1,1,1,1,0,1
A00826904,1,1,1,1,0,1
A01748740,1,1,1,1,0,1
A01742254,1,1,1,1,0,1
A01285155,1,1,1,1,0,1
A01749005,1,1,1,1,0,1
A00829099,1,1,1,1,0,1
A00832909,1,1,1,1,0,1
A01285099,1,1,1,1,0,1
A01620815,1,1,1,1,0,1
A01177973,1,1,1,1,0,1
A01423741,1,0,1,1,0,1
A00232363,1,1,1,1,0,1
A01275749,1,1,1,1,0,1
A01733210,1,1,1,1,0,1
A01198226,1,1,1,1,0,1
A00572440,1,1,1,1,0,1
A01656422,1,0,1,1,0,1
A01566998,1,1,1,1,0,1
A01733423,1,1,1,1,0,1
A01285094,1,1,1,1,0,1
A01285076,1,1,1,1,0,1
A01620818,1,1,1,1,0,1
A00833968,1,1,1,1,0,1
A00835330,1,1,1,1,0,1
A00835126,1,1,1,1,0,1
A01742267,1,1,1,1,0,1
A00832669,1,1,1,1,0,1
A00832437,1,1,1,1,0,1
A00827923,1,1,1,1,0,1
A01733969,1,1,1,0,0,1
A01198512,1,1,1,1,0,1
A00832827,1,1,1,1,0,1
A01552603,1,1,1,1,1,1
A00834892,1,1,1,1,0,1
A00830234,1,1,1,1,0,1
A01781835,1,1,1,1,0,1
A00830360,1,1,1,1,0,1
A00832663,1,1,1,1,0,1
A00830347,1,1,1,0,0,1
A00830820,1,1,1,1,1,1
A00830047,1,1,1,0,0,1
A00830974,1,1,1,1,0,1
A00831672,1,1,1,1,1,1
A00830194,1,1,1,1,0,1
A01741722,1,1,1,1,0,1
A00831489,1,1,1,1,0,1
A00832060,1,1,1,1,0,1
A01562863,1,1,1,1,0,1
A00832700,1,1,1,1,0,1
A00832714,1,1,1,1,0,1
A00830321,0,1,1,1,0,1
A00831215,1,1,1,1,1,1
A00832716,1,1,1,1,0,1
A00832686,1,1,1,1,0,1
A00833305,1,1,1,1,0,0
A00833038,1,1,1,1,0,1
A00834403,1,1,1,1,0,1
A01236012,1,1,1,1,0,1
A01781274,1,0,1,1,0,1
A00833043,0,1,1,1,0,1
A00834284,1,1,1,1,0,1
A00832002,1,1,1,1,0,1
A00831953,1,1,1,0,0,1
A00832253,1,1,1,1,0,1
A00832463,1,1,1,1,0,1
A01424619,1,1,1,1,0,1
A01235995,1,0,1,1,0,1
A01253739,1,1,1,1,0,0
A00831751,1,1,1,1,0,1
A01236226,1,1,1,1,0,1
A00832152,1,1,1,1,0,1
A00833131,1,1,1,1,0,1
A00834350,1,1,1,1,0,1
A01625569,1,1,1,1,0,1
A01662118,1,1,1,1,0,1
A00834864,1,1,1,1,0,1
A00833486,1,1,1,1,0,1
A01735935,1,1,1,1,0,1
A01625508,1,1,1,1,0,1
A00833202,1,1,1,1,0,1
A01782188,1,1,1,1,0,1
A00833143,1,1,1,1,0,0
A00832900,1,1,1,1,0,1
A00833201,1,1,1,1,0,0
A01412634,1,1,1,1,0,1
A00835092,1,1,1,1,0,1
A00835104,1,1,1,1,0,1
A01662388,1,1,1,1,0,1
A00835191,0,0,1,1,0,1
A01384720,1,1,1,1,0,1
A00834528,1,1,1,0,0,1
A00832636,1,0,1,1,0,1
A00833140,1,1,1,1,0,1
A00834089,1,1,1,1,0,1
A00833260,1,1,1,1,0,1
A00833661,1,1,1,1,0,1
A00833090,1,1,1,1,0,1
A00832947,1,1,1,1,0,1
A00833787,1,1,1,1,0,1
A00834116,1,1,1,0,0,1
A00833211,1,1,1,1,0,1
A00832725,1,1,1,1,0,1
A00833335,1,1,1,1,0,1
A01236424,1,1,1,1,0,1
A00834967,0,1,1,1,0,1
A00832840,1,1,1,1,0,1
A00833321,1,1,1,1,0,1
A00834639,1,1,1,1,0,1
A01254216,1,1,1,1,0,1
A00834709,1,1,1,1,0,1
A00834875,1,1,1,1,0,1
A01625643,1,1,1,1,0,1
A00832921,1,1,1,0,0,1
A00833152,1,1,1,1,0,1
A00833285,1,1,1,1,0,1
A00833146,1,1,1,1,0,1
A01236334,1,1,1,1,0,1
A00832785,1,1,1,1,0,1
A00832682,1,1,1,1,0,1
A00833668,1,1,1,1,0,1
A00835108,1,1,1,1,0,1
A00833852,1,1,1,1,0,1
A00833986,1,0,1,1,0,1
A00833022,1,1,1,1,0,1
A00834523,1,1,1,1,0,1
A00833466,1,1,1,1,0,1
A00834149,1,1,1,1,0,1
A00834313,1,0,1,1,0,1
A00835073,1,0,1,1,0,1
A00834630,1,1,1,1,0,1
A00573461,1,1,1,1,0,1
A00832988,1,0,1,1,0,1
A00834145,1,1,1,1,0,1
A01736580,0,1,1,1,0,1
A00834217,1,1,1,1,0,1
A01254199,1,1,1,1,0,1
A01412664,1,1,1,1,0,1
A01254124,1,1,1,1,0,1
A01236390,1,1,1,1,0,1
A01384724,1,1,1,1,0,1
A01277249,1,1,1,1,0,0
A00834925,1,1,1,1,0,1
A00834654,1,1,1,1,0,1
A00834980,1,1,1,1,0,1
A00835138,1,1,1,1,0,1
A00833919,1,1,1,1,0,1
A00833241,1,1,1,1,0,1
A00834531,1,1,1,1,0,1
A00833742,0,0,1,0,0,1
A00833518,1,1,1,1,0,1
A00834296,1,0,1,1,0,1
A01625534,1,1,1,1,0,1
A00834031,1,1,1,1,0,1
A01236327,1,1,1,1,0,1
A00833633,1,1,1,1,0,1
A01736106,1,1,1,1,0,1
A00834559,1,1,1,1,0,1
A00834052,1,0,1,1,0,1
A01236388,1,1,1,1,0,1
A01736521,1,1,1,1,0,1
A00834124,1,1,1,1,0,1
A00834989,1,1,1,1,0,1
A01736506,1,1,1,1,0,1
A01736313,1,1,1,1,0,1
A01236343,1,0,1,1,0,1
A00834994,1,1,1,1,0,1
A00835409,1,1,1,1,0,1
A00834819,1,0,1,1,0,1
A00835034,0,1,1,0,0,1
A00835408,1,1,1,1,0,1
A00833422,1,1,1,1,0,1
A00833300,1,1,1,1,0,0
A00833419,1,1,1,1,0,1
A00833450,1,1,1,1,0,1
A01708895,1,1,1,1,0,1
A01736726,1,1,1,1,0,0
A01424823,1,1,1,1,0,1
A01236505,1,1,1,1,0,1
A00834119,1,1,1,1,0,1
A01570406,1,1,1,1,0,1
A01611268,1,1,1,1,0,1
A00819383,1,1,1,1,0,1
A01411808,1,1,1,1,0,1
A01283309,1,1,1,1,0,1
A00517181,1,1,1,1,0,1
A01570650,1,1,1,1,0,1
A01282490,1,1,1,1,0,1
A01174050,1,1,1,1,0,1
A01570410,1,1,1,1,0,1
A01720470,1,1,1,1,0,1
A01177221,1,1,1,0,0,1
A01720209,1,1,1,1,0,1
A01701727,0,0,1,1,1,1
A01721857,1,1,1,1,0,1
A01284596,1,1,1,1,0,1
A01280144,1,0,1,1,0,1
A01383419,1,1,1,1,0,1
A01740272,1,1,1,1,0,1
A00835456,1,1,1,1,0,1
A01285079,1,1,1,1,0,1
A01198156,1,1,1,1,0,1
A00232227,1,1,1,1,0,1
A01285059,1,1,1,1,0,1
A01284247,1,0,1,1,0,1
A01411960,1,1,1,1,0,1
A01570965,1,1,1,1,0,1
A01177022,1,1,1,1,0,1
A01731084,1,0,1,1,0,1
A01384318,1,1,1,1,0,1
A01740785,1,1,1,1,0,1
A01284991,1,1,1,1,0,1
A00797160,1,1,1,1,0,1
A01233748,1,0,1,1,0,1
A01731714,1,1,1,1,0,1
A01280586,1,1,1,1,0,1
A01282579,1,1,1,1,0,1
A00825972,1,1,1,1,0,1
A01368817,1,1,1,1,0,1
A01284916,1,1,1,1,0,1
A00571546,1,1,1,1,0,1
A01284874,1,1,1,1,0,1
A01198052,1,1,1,1,0,1
A01283005,1,1,1,1,0,1
A01284628,1,1,1,1,0,1
A01740625,1,1,1,1,0,1
A01067365,1,1,1,1,0,1
A01177765,1,1,1,1,0,1
A01177781,1,1,1,1,1,1
