MATRICULA,REQUISITO,WA,SS,OVP,DISC,DISC EXTRA
A01174113,1,1,1,1,0,1
A01246395,1,1,1,1,0,1
A01285044,0,1,1,1,0,1
A01747973,1,1,1,1,0,1
A01177944,1,1,1,1,0,1
A01198023,0,0,1,0,0,1
A01656386,1,1,1,1,0,0
A01177995,1,1,1,1,0,1
A01722104,1,1,1,0,0,1
A01178009,1,1,1,1,0,1
A01411874,1,1,1,1,0,1
A01383448,1,1,1,1,0,1
A01368605,1,1,1,1,0,1
A01411954,1,1,1,1,0,1
A01198261,1,1,1,1,0,1
A01721772,1,1,1,1,0,1
A01571154,1,1,1,1,0,1
A01235696,1,1,1,1,0,1
A01748717,1,1,1,1,0,1
A00833617,1,1,1,1,0,1
A01721673,1,1,1,1,0,1
A01423632,0,1,1,0,0,0
A01721911,1,1,1,1,0,1
A01198300,1,1,1,1,0,0
A01275932,1,1,1,1,0,1
A00832278,1,1,1,1,0,1
A01721803,1,1,1,1,0,1
A01705261,1,1,1,1,0,1
A01708148,1,1,1,1,0,1
A01721718,1,1,1,1,0,1
A00832969,1,1,1,1,0,0
A00833898,1,1,1,1,0,1
A01423661,1,1,1,1,0,1
A01285066,1,1,1,1,0,1
A01285031,1,1,1,1,0,0
A01177867,1,1,1,1,0,1
A01352045,1,1,1,1,0,1
A00834688,1,1,1,1,0,1
A01722050,1,1,1,1,0,1
A01285006,1,1,1,1,0,0
A01722139,1,1,1,1,0,1
A01178019,1,1,1,1,0,1
A00835399,1,1,1,1,0,0
A01740965,1,1,1,1,0,0
A00834084,1,1,1,1,0,1
A01571228,1,1,1,1,0,1
A01722186,1,1,1,1,0,1
A01235785,1,1,1,1,0,1
A00833971,1,1,1,1,0,1
A01253159,1,1,1,1,0,1
A00835247,1,1,1,1,0,0
A01722191,1,1,1,1,0,1
A01741912,0,1,1,0,0,1
A00833766,1,1,1,1,0,1
A00829969,1,1,1,1,0,1
A01734959,1,1,1,1,0,1
A00830193,1,1,1,1,0,1
A01750860,1,1,1,1,0,0
A01253310,1,1,1,1,0,1
A01383954,1,1,1,1,0,1
A01424982,1,1,1,1,0,1
A00830475,1,1,1,1,0,1
A00831369,1,1,1,1,0,1
A01412373,1,1,1,1,0,1
A00831298,1,1,1,0,0,1
A01722654,1,1,1,1,0,0
A01705868,1,1,1,1,0,1
A00829837,1,1,1,1,0,1
A00831609,1,1,1,1,0,1
A00831860,1,1,1,1,0,1
A00829465,0,0,1,0,0,1
A00831144,1,1,1,1,0,1
A01640164,1,1,1,1,0,1
A01384297,1,1,1,1,0,1
A00831270,1,1,1,1,0,1
A00830621,1,1,1,1,0,1
A00833756,1,1,1,1,0,1
A00831541,1,1,1,1,0,1
A00831425,1,1,1,1,0,1
A01735327,1,1,1,1,0,1
A00829909,1,1,1,1,0,1
A00830618,1,1,1,1,0,1
A01660140,1,1,1,1,0,1
A00831742,1,1,1,0,0,1
A00832409,1,1,1,1,0,1
A00830708,1,1,1,1,0,1
A00830127,1,1,1,1,0,1
A00830196,1,1,1,1,0,1
A00830921,1,1,1,1,1,1
A00832561,1,1,1,1,0,1
A01384385,1,1,1,1,0,1
A00833772,1,1,1,0,0,1
A00833774,1,1,1,1,0,1
A01412518,1,1,1,1,0,1
A00831889,1,1,1,1,0,1
A00833769,1,1,1,1,0,1
A00832685,1,1,1,1,0,1
A00833037,1,1,1,1,0,1
A00833317,1,1,1,1,0,1
A00833193,1,1,1,1,0,1
A01277295,1,1,1,1,0,1
A01562603,1,1,1,1,0,1
A00832861,1,1,1,1,0,1
A01625514,1,1,1,1,0,1
A00830247,1,1,1,1,0,1
A00833058,1,1,1,1,0,0
A00833135,1,1,1,1,0,1
A00832979,1,1,1,1,0,1
A00833324,1,1,1,1,0,1
A00832697,1,1,1,1,0,1
A00832720,1,1,1,1,0,0
A00833113,1,1,1,1,0,1
A00830090,1,1,1,1,0,1
A00832886,1,1,1,1,0,0
A00832598,1,1,1,1,0,1
A01254022,1,1,1,1,0,1
A00833654,1,1,1,1,0,1
A00833609,1,1,1,1,0,1
A00832920,1,1,1,1,0,1
A00833404,1,1,1,1,0,1
A00832099,1,1,1,1,0,1
A00832934,1,0,1,0,0,1
A00833153,1,1,1,1,0,1
A01412559,1,1,1,1,0,1
A00832749,1,1,1,1,0,1
A00833197,1,1,1,1,0,1
A00573137,1,1,1,1,0,1
A00835301,1,1,1,1,0,1
A00834275,1,1,1,1,0,1
A01412633,1,1,1,1,0,1
A01735970,1,1,1,1,0,1
A00833636,1,1,1,1,0,1
A00832708,1,1,1,1,0,0
A01708048,1,1,1,1,0,1
A00831125,1,1,1,1,0,1
A00832766,1,1,1,1,0,1
A00833031,1,1,1,1,0,1
A00832650,1,0,1,0,0,1
A00834225,1,1,1,1,0,0
A01236345,1,1,1,1,0,1
A00833121,1,1,1,1,0,1
A00833126,1,1,1,1,0,1
A00833706,1,1,1,1,0,1
A01384618,1,1,1,1,0,1
A00833872,1,1,1,1,0,1
A00834015,1,1,1,1,0,1
A00834060,1,1,1,1,0,1
A01412733,1,1,1,1,0,1
A01736460,1,1,1,1,0,1
A00834249,1,1,1,1,0,1
A00834360,1,0,1,1,0,1
A00833416,1,1,1,1,0,1
A01384635,1,1,1,1,0,1
A00834802,1,1,1,1,0,1
A00833786,1,1,1,1,0,1
A00833539,1,1,1,1,0,1
A00832928,0,0,1,0,0,1
A00832220,1,1,1,1,0,1
A01384628,1,1,1,1,0,1
A00834028,1,1,1,1,0,1
A00834135,1,1,1,1,0,1
A00833859,1,1,1,1,0,0
A00834849,1,1,1,1,0,1
A00834019,1,1,1,1,0,0
A00834334,1,1,1,1,0,1
A00832755,1,1,1,1,0,0
A01236283,1,1,1,1,0,1
A00834335,1,1,1,1,0,1
A00835131,1,1,1,1,0,1
A00834798,1,1,1,1,0,1
A00834129,1,1,1,1,0,1
A00835335,1,1,1,1,0,1
A00835006,0,0,1,0,0,1
A01742314,1,1,1,1,0,1
A00834660,1,1,1,1,0,1
A00832740,1,1,1,1,0,1
A00834533,1,1,1,1,0,1
A00833594,1,1,1,1,0,1
A01236311,1,1,1,1,0,1
A00834669,1,1,1,1,0,1
A01562592,1,1,1,1,0,1
A01236512,0,1,1,1,0,1
A01254228,1,1,1,1,0,1
A00833158,1,1,1,1,0,1
A00834416,1,1,1,1,0,1
A01742393,1,1,1,1,0,0
A01709655,1,1,1,1,0,1
A01236518,0,1,1,1,0,1
A01424895,1,1,1,1,0,1
A00835044,1,1,1,1,0,1
A01236407,1,1,1,1,0,1
A00835426,1,1,1,1,0,1
A00833170,1,1,1,1,0,1
A00833045,1,1,1,1,0,1
A01384755,0,1,1,1,0,1
A00834431,1,1,1,1,0,1
A00833173,1,1,1,1,0,1
A00833424,1,1,1,1,0,1
A01236267,1,1,1,1,0,1
A00833273,1,1,1,1,0,1
A00833181,1,1,1,1,0,1
A01742366,1,1,1,1,0,1
A00833743,1,0,1,1,0,1
A00834302,1,1,1,1,0,1
A01641567,1,1,1,1,0,1
A01742259,1,1,1,1,0,1
A01613310,1,1,1,1,0,1
A00573713,1,1,1,1,0,1
A00835171,1,1,1,1,0,1
A00835268,1,1,1,1,0,1
A01736721,1,1,1,1,0,0
A00573743,1,1,1,1,0,1
A01236483,1,1,1,1,0,0
A00835410,1,1,1,1,0,1
A01709658,1,1,1,1,0,1
A01412774,1,1,1,1,0,1
A01732158,0,1,1,1,0,1
A01740607,1,1,1,1,0,1
A01570916,1,1,1,1,0,1
A00830037,1,1,1,1,0,1
A01720807,1,0,1,1,0,1
A01251585,1,1,1,1,0,1
A01284988,1,1,1,1,0,1
A01251513,1,1,1,1,0,1
A01282181,1,1,1,1,0,1
A01173645,1,1,1,1,0,1
A01284647,1,1,1,1,0,1
A01284676,1,1,1,1,0,1
A01284578,1,1,1,1,0,1
A01720809,1,1,1,1,0,1
A01280911,1,1,1,1,0,1
A01026587,1,1,1,1,0,1
A01177780,1,1,1,1,0,1
A01383338,1,1,1,1,0,1
A01138765,1,0,1,1,0,1
A01383158,0,1,1,1,1,1
A01701751,1,1,1,1,0,1
A00832332,1,1,1,1,1,1
A00832992,1,1,1,1,0,1
A01284673,1,1,1,1,0,1
A01368580,1,1,1,1,0,1
A01173865,0,1,1,1,0,1
A00832660,1,1,1,1,0,1
A01571059,1,1,1,1,0,1
A01197253,1,1,1,0,0,1
A01284598,1,1,1,1,0,0
A01177956,1,1,1,1,0,1
A01114794,1,1,1,1,0,1
A01067389,0,0,1,1,0,1
A01282999,1,1,1,1,0,1
A01284919,1,1,1,1,0,0
A01176611,1,1,1,1,0,1
A01731408,1,1,1,1,0,1
A01194399,1,1,1,1,0,1
A00571769,1,1,1,1,0,1
A01039819,1,1,1,1,0,1
A01280578,1,1,1,1,0,1
A01570549,1,1,1,1,0,1
A01173848,1,1,1,1,0,1
A01197826,1,0,1,1,0,1
A01721011,1,1,1,1,0,1
A01284157,1,0,1,1,1,1
A01275769,1,1,1,1,0,1
A01721887,1,1,1,1,0,1
A01425020,1,1,1,1,0,1
A01721582,1,1,1,1,0,1
A01198000,1,1,1,1,0,1
A01177959,1,1,1,1,0,1
A00824697,1,1,1,1,0,1
A01198072,1,1,1,1,0,1
A01198001,1,1,1,0,0,1
A01178011,1,1,1,1,0,1
A01746987,1,1,1,1,0,1
A01721642,1,1,1,1,0,1
A01721701,1,1,1,1,0,1
A01620713,1,1,1,1,0,1
A01721899,1,1,1,1,0,1
A00835321,1,1,1,1,0,1
A01284869,1,1,1,1,0,1
A01570975,1,1,1,1,0,1
A01411851,1,1,1,1,0,1
A01571120,1,1,1,1,0,1
A01284736,1,1,1,1,0,1
A01568707,1,1,1,1,0,1
A01383352,1,1,1,1,0,1
A01570977,1,1,1,1,0,1
A01722147,1,1,1,1,0,1
A01284778,1,1,1,1,0,1
A01198116,1,1,1,1,0,1
A01284953,1,1,1,1,0,1
A01570961,1,1,1,1,0,1
A01252383,1,1,1,1,0,1
A01653218,1,1,1,1,0,1
A01720382,1,1,1,1,0,1
A01411471,1,1,1,1,0,1
A01284993,1,1,1,1,0,1
A01177636,1,0,1,1,0,1
A01704232,1,1,1,1,0,1
A01284883,1,1,1,1,0,1
A01173854,1,1,1,1,0,1
A01611205,1,1,1,1,0,1
A01367426,1,1,1,1,0,1
A01197699,1,1,1,0,0,1
A00227266,1,1,1,1,0,1
A01284637,1,1,1,1,0,1
A01383056,1,1,1,1,0,1
A01423242,1,1,1,1,0,1
A01251941,1,1,1,1,0,1
A00826105,1,1,1,1,0,1
A01198079,1,1,1,1,0,1
A01721199,1,1,1,1,0,1
A01721141,1,1,1,1,0,1
A01197677,1,1,1,1,0,1
A01654798,1,1,1,1,0,1
A01721103,1,1,1,1,0,1
A01721223,1,1,1,1,0,1
A01177633,1,1,1,1,0,1
A01368595,1,1,1,1,0,1
A00571886,1,1,1,1,0,1
A01197941,1,1,1,1,0,1
A01067155,1,1,1,1,0,1
A01721245,1,1,1,1,0,1
A01245677,1,1,1,1,0,1
A01177622,1,1,1,1,0,1
A01025304,1,0,1,1,0,1
A01252106,1,1,1,1,0,1
A01721201,1,1,1,1,0,1
A01177539,1,1,1,1,0,1
A01352000,1,1,1,1,0,1
A00832082,1,1,1,1,0,1
A01383111,1,1,1,1,0,1
A01177798,1,1,1,0,0,1
A01368710,1,1,1,1,0,1
A01732715,0,1,1,1,0,0
A00832418,1,1,1,1,0,1
A01284398,1,1,1,1,0,1
A01177615,1,1,1,1,0,1
A01235460,1,1,1,1,0,1
A01284768,1,1,1,1,0,1
A01635137,1,1,1,1,0,1
A00829872,1,1,1,1,0,1
A01284551,1,1,1,1,0,1
A01566885,1,1,1,1,0,1
A01571021,1,1,1,1,0,0
A01177882,1,1,1,1,0,1
A01566895,1,1,1,1,0,1
A01197925,1,1,1,1,0,1
A01252295,0,1,1,1,0,1
A01746468,1,1,1,1,1,1
A01198087,1,0,1,1,0,1
A01275988,1,1,1,0,0,0
A00833604,1,1,1,1,0,1
A00828900,1,1,1,1,0,1
A01742284,1,1,1,1,0,1
A01552368,1,1,1,1,0,1
A01026828,1,1,1,1,0,1
A01722074,1,0,1,1,0,1
A01284898,0,1,1,1,0,1
A01235632,1,1,1,1,0,1
A01721780,1,1,1,1,0,1
A01235589,1,1,1,1,0,1
A01252610,1,1,1,1,0,1
A01275656,1,1,1,1,0,1
A01284900,1,1,1,1,0,1
A01566935,1,1,1,1,0,1
A01198152,1,0,1,1,0,1
A01636429,1,1,1,1,0,1
A01351998,1,1,1,1,0,1
A01198108,1,1,1,1,0,1
A01284976,1,1,1,1,0,1
A01411943,1,1,1,1,0,1
A01177887,1,1,1,1,0,1
A01177931,1,1,1,1,0,1
A01383332,1,1,1,1,0,0
A00572183,1,1,1,1,0,1
A01570978,1,1,1,1,0,1
A01284739,1,1,1,1,0,1
A01177961,1,1,1,1,0,1
A01198069,1,1,1,1,0,1
A01177907,1,1,1,1,0,1
A01178001,1,1,1,1,0,1
A01721747,1,1,1,1,0,1
A01721727,1,1,1,1,0,1
A01284877,1,1,1,1,0,1
A01571160,1,1,1,1,0,1
A01026384,1,1,1,1,0,0
A01571064,1,1,1,1,0,1
A01284621,1,0,1,1,0,1
A01721660,1,1,1,1,0,1
A01252512,1,1,1,1,0,1
A00227275,1,1,1,1,0,0
A01197986,1,0,1,1,0,1
A01721752,1,1,1,1,0,1
A01284724,1,1,1,1,0,1
A01245715,1,1,1,1,0,1
A01177796,1,1,1,1,0,1
A00832778,1,1,1,1,0,1
A01732626,1,1,1,1,0,1
A00227292,1,1,1,1,0,1
A01721717,1,1,1,1,0,1
A01571014,1,1,1,1,0,1
A01233993,1,1,1,1,0,0
A01198200,1,1,1,1,0,1
A01383427,1,1,1,1,0,1
A01245653,1,1,1,1,0,1
A01284640,1,1,1,1,0,1
A01721652,1,1,1,1,0,1
A01234564,1,0,1,1,0,1
A01411926,1,1,1,1,0,1
A00833967,1,1,1,1,0,1
A01285114,1,1,1,1,0,1
A01284644,1,1,1,1,0,1
A01284796,1,1,1,1,0,1
A01383416,1,1,1,1,0,1
A01721964,1,1,1,1,0,1
A01177900,1,1,1,1,0,1
A01722031,1,1,1,1,0,0
A01198243,1,1,1,1,0,1
A00834742,1,1,1,1,0,1
A01198189,1,1,1,1,0,1
A01721774,1,1,1,1,0,1
A01740784,1,1,1,1,0,1
A01284820,1,1,1,1,0,1
A01198103,0,1,1,1,0,1
A01177877,1,1,1,1,0,1
A01285083,1,1,1,1,0,1
A01285102,1,1,1,1,0,1
A01198084,1,1,1,1,0,1
A01284892,1,1,1,1,0,1
A01571237,1,1,1,1,0,1
A01540979,1,1,1,1,0,1
A01177850,1,1,1,0,0,1
A00572343,1,1,1,1,0,1
A01026424,1,1,1,1,0,1
A01198142,1,1,1,1,0,1
A00832042,1,1,1,1,0,1
A00833003,1,1,1,1,0,1
A00832808,1,1,1,1,0,1
A00826794,1,0,1,1,0,1
A00572528,1,1,1,1,0,1
A01657163,1,0,1,1,0,1
A01285179,1,1,1,1,0,1
A00828151,1,1,1,1,1,1
A01735832,0,1,1,1,0,0
A01552499,1,1,1,1,0,0
A01657283,1,1,1,1,0,1
A00833966,1,1,1,0,0,1
A01285036,1,1,1,1,0,1
A01284784,1,1,1,1,0,1
A01722127,1,1,1,1,0,0
A00833386,1,1,1,1,0,1
A00572341,1,1,1,1,0,1
A01252611,1,1,1,1,0,1
A07020615,1,1,1,1,0,1
A01284868,1,1,1,1,0,1
A01284946,1,1,1,1,0,1
A01198122,0,0,1,0,0,1
A01252600,0,1,1,0,0,1
A01540883,1,1,1,1,0,1
A01722144,1,1,1,1,0,1
A01704982,1,1,1,1,0,1
A01571200,1,1,1,1,0,1
A01411927,1,1,1,1,0,1
A01704745,1,1,1,1,0,1
A01722136,1,1,1,1,0,1
A00832999,1,1,1,1,0,1
A01656299,1,1,1,1,0,1
A01620800,1,1,1,1,0,1
A00834515,1,1,1,1,0,1
A01656952,1,1,1,1,0,1
A01275854,1,1,1,1,0,1
A01285164,1,1,1,1,0,1
A01705106,1,1,1,1,0,1
A00835101,1,1,1,1,0,1
A01742377,1,1,1,1,0,1
A01613360,1,1,1,1,0,1
A00833893,1,1,1,1,0,1
A01285616,1,1,1,1,0,1
A00833011,1,1,1,1,0,1
A00829152,1,1,1,1,0,1
A01722792,1,1,1,1,0,1
A00831117,1,1,1,1,0,1
A00832324,1,1,1,1,0,1
A00830852,1,1,1,1,0,1
A00830642,1,1,1,1,0,1
A00829906,1,1,1,1,0,1
A00829947,1,1,1,1,0,1
A01562364,1,1,1,1,0,1
A01659819,1,1,1,1,0,0
A00830523,1,1,1,1,0,1
A01741732,1,1,1,1,0,1
A01562532,1,1,1,1,0,1
A00829955,0,1,1,1,0,1
A00830442,1,1,1,1,0,1
A00833389,1,1,1,1,0,1
A00834602,1,1,1,1,0,1
A01174448,1,1,1,1,0,1
A01198699,1,1,1,1,0,1
A00829940,1,1,1,1,0,1
A00832853,1,1,1,1,0,1
A00832871,1,1,1,1,0,1
A00832493,1,1,1,1,0,1
A00833019,1,1,1,1,0,1
A01236225,1,1,1,1,0,1
A00832703,1,1,1,1,0,1
A00573430,1,1,1,1,0,1
A00834520,1,1,1,1,0,1
A00832416,1,1,1,1,0,1
A00832331,1,1,1,1,0,1
A00831181,1,1,1,1,0,1
A01384721,1,1,1,1,0,1
A00832634,1,1,1,1,0,1
A01412564,1,1,1,1,0,1
A00832780,1,1,1,1,0,0
A00833755,0,0,1,0,0,1
A00832854,1,1,1,1,0,1
A00831616,1,1,1,1,0,1
A00832496,1,1,1,1,0,0
A00832558,1,1,1,1,0,1
A00832643,1,1,1,1,0,1
A00830552,1,1,1,1,0,0
A00832683,1,1,1,1,0,1
A00831797,1,0,1,0,0,1
A00832735,1,1,1,1,0,1
A01613034,1,1,1,1,0,1
A00832952,1,1,1,1,0,1
A01412440,1,0,1,1,0,1
A00832423,1,1,1,1,0,1
A00832864,1,1,1,1,0,1
A00833368,0,0,1,0,0,0
A01735821,1,1,1,1,0,1
A01707474,1,1,1,1,0,1
A00833936,1,1,1,1,0,1
A00833869,1,1,1,1,0,1
A01735864,1,1,1,1,0,1
A00833203,1,1,1,1,0,1
A00833413,1,1,1,1,0,1
A00834308,1,1,1,1,0,1
A00833339,1,1,1,1,0,1
A00833345,1,1,1,1,0,1
A00833468,1,1,1,1,0,1
A01236305,1,1,1,1,0,1
A00834037,1,1,1,1,0,1
A01068133,1,1,1,1,0,1
A00832793,1,1,1,1,0,0
A00833275,1,1,1,1,0,1
A00833563,1,1,1,1,0,1
A00833060,1,1,1,1,0,1
A00833251,1,1,1,1,0,1
A00834465,1,0,1,1,0,1
A00833279,1,1,1,1,0,1
A00833924,1,1,1,1,0,1
A00833653,1,1,1,1,0,1
A00832890,1,1,1,1,0,1
A00832787,1,1,1,1,0,1
A00833128,1,1,1,1,0,1
A00833915,1,1,1,1,0,1
A00833537,1,1,1,1,0,1
A01236392,1,1,1,1,0,1
A00834023,1,1,1,1,0,1
A00833319,1,0,1,1,0,1
A00227836,1,1,1,1,0,1
A00834286,1,1,1,1,0,1
A01236284,1,1,1,1,0,1
A00833456,1,0,1,1,0,1
A00834848,1,1,1,1,0,1
A00833482,1,1,1,1,0,1
A01754270,1,1,1,1,0,1
A00832687,1,1,1,1,0,1
A00833267,1,1,1,1,0,1
A01753918,1,1,1,1,0,1
A00833127,1,1,1,1,0,1
A00833807,1,1,1,1,0,1
A00833619,1,1,1,1,0,1
A00833405,1,1,1,1,0,1
A00833238,1,1,1,1,0,0
A00833298,1,1,1,1,0,1
A00834213,1,1,1,0,0,1
A00834903,1,1,1,1,0,1
A00833054,1,1,1,0,0,1
A01625609,1,1,1,1,0,1
A00834987,1,1,1,1,0,1
A01709591,1,1,1,1,0,1
A00833588,1,1,1,1,0,1
A00833418,1,1,1,1,0,1
A01562710,1,1,1,1,0,1
A00835040,1,1,1,1,0,1
A00833747,1,1,1,1,0,1
A00834537,1,1,1,1,0,1
A00835113,1,1,1,0,0,1
A01736113,1,0,1,1,0,1
A00834850,1,1,1,1,0,1
A00834320,1,0,1,1,0,1
A00834820,1,1,1,1,0,0
A00834429,1,1,1,1,0,1
A01068230,1,1,1,1,0,1
A00834136,1,1,1,1,0,1
A00834240,1,1,1,1,0,1
A01754738,1,1,1,1,0,1
A01642219,1,1,1,1,0,1
A00834351,1,1,1,1,0,1
A00834447,1,1,1,1,0,1
A00835135,1,1,1,1,0,1
A01642253,0,0,1,0,0,1
A00834771,0,1,1,1,0,1
A01236456,1,1,1,1,0,1
A01709313,1,1,1,1,0,1
A00834764,1,1,1,1,0,1
A01236463,1,1,1,1,0,1
A00835080,1,1,1,1,0,1
A00834631,1,1,1,1,0,1
A00834829,1,1,1,1,0,1
A00835002,1,1,1,1,0,1
A01798149,1,1,1,1,0,1
A01562833,1,1,1,1,0,1
A00834998,1,1,1,1,0,1
A01754961,1,1,1,1,0,1
A01736665,1,1,1,1,0,1
A00835212,1,1,1,1,0,1
A01236470,1,0,1,1,0,1
A00835146,1,0,1,1,0,1
A00835386,1,1,1,1,0,1
A00834657,1,0,1,1,0,1
A00831163,1,1,1,1,0,1
A01280475,1,1,1,1,0,1
A00834390,1,1,1,1,0,1
A01284987,1,0,1,1,0,1
A01283688,1,1,1,1,0,1
A01251674,0,0,1,1,0,1
A01283965,1,1,1,0,0,1
A00571856,1,1,1,1,1,1
A00832991,1,1,1,1,0,1
A01173869,1,1,1,1,1,1
A01703134,1,1,1,1,0,1
A01367890,1,1,1,1,0,1
A01235327,1,1,1,1,0,1
A01411667,1,1,1,1,0,1
A00835153,1,0,1,1,0,1
A01284531,1,1,1,1,0,1
A01284787,1,1,1,1,0,1
A01411732,1,1,1,1,0,1
A01025648,1,1,1,0,0,1
A01721322,1,0,1,1,0,1
A01721235,1,1,1,1,0,1
A01280554,1,1,1,1,0,0
A00711813,1,1,1,0,0,1
A00833963,1,1,1,1,0,1
A01570919,1,1,1,1,0,1
A01412737,1,1,1,1,0,1
A01730548,1,1,1,1,0,1
A01177994,1,1,1,1,0,1
A01284728,1,1,1,1,0,1
A01283308,1,1,1,1,0,1
A01283192,1,1,1,1,0,1
A01378068,1,1,1,1,0,1
A01067468,1,1,1,1,0,0
A01285149,1,0,1,1,0,1
A01177267,1,1,1,1,0,1
A01176996,1,0,1,1,0,1
A01570618,1,1,1,1,0,1
A01177811,1,1,1,1,0,1
A01782133,1,1,1,1,0,1
A01284337,1,1,1,1,0,1
A01721495,1,1,1,1,1,1
A01284587,1,1,1,1,0,1
A01562699,1,1,1,0,0,1
A01280912,1,1,1,1,0,1
A01281471,1,1,1,1,0,1
A01197900,1,0,1,1,0,1
A01026093,1,1,1,1,0,1
A00824154,0,1,1,1,0,1
A01747040,1,1,1,1,0,1
A00571944,1,1,1,1,0,1
A01284648,1,1,1,1,0,1
A01177905,1,1,1,1,0,1
A01571031,1,1,1,1,0,1
A01284611,1,1,1,1,0,1
A01703554,1,0,1,1,1,1
A01282438,1,0,1,0,0,1
A01282165,1,1,1,1,0,1
A01611747,1,1,1,1,0,0
A01284604,1,1,1,1,0,1
A01194750,1,1,1,1,0,1
A01611996,1,1,1,1,0,1
A01721632,1,1,1,1,0,0
A01026457,1,1,1,1,0,1
A01566656,1,1,1,1,0,1
A01198074,1,1,1,1,0,1
A01177814,1,1,1,1,0,1
A01177980,1,1,1,1,0,1
A01177304,1,1,1,1,0,1
A01275859,1,1,1,1,0,1
A01197416,1,1,1,1,1,1
A01704210,1,1,1,1,0,1
A01177846,1,1,1,1,0,0
A00832417,1,1,1,1,0,1
A01174195,1,1,1,1,0,1
A01284049,1,1,1,1,0,1
A01383421,1,1,1,1,0,1
A01368575,1,1,1,1,0,1
A01747224,1,1,1,1,0,1
A01284649,1,1,1,1,0,1
A01702872,1,1,1,1,0,1
A01025100,1,1,1,1,0,1
A01177177,1,1,1,1,0,1
A01284471,1,1,1,1,0,1
A01173917,1,1,1,1,0,1
A01284887,1,1,1,1,0,1
A01177819,1,1,1,1,0,1
A01552356,1,1,1,1,0,1
A01570890,1,1,1,1,1,1
A01174155,1,1,1,1,0,1
A01368647,1,1,1,1,0,0
A01732580,1,1,1,1,0,1
A01367496,1,1,1,1,0,1
A01721127,1,1,1,1,0,1
A01368013,1,1,1,1,0,1
A01174004,1,1,1,1,0,1
A01173907,1,1,1,1,0,1
A01721454,1,0,1,1,0,1
A00572266,1,1,1,1,0,1
A01571161,1,0,1,0,0,1
A01235512,1,1,1,1,0,1
A01284725,1,1,1,1,0,1
A01721885,1,1,1,1,0,1
A01383203,1,1,1,1,0,1
A00826138,1,0,1,0,0,1
A01177682,1,1,1,1,0,1
A01411868,1,1,1,1,0,1
A01740787,1,1,1,1,0,1
A01026192,1,1,1,1,1,1
A01383328,1,1,1,1,0,1
A01571045,1,1,1,1,0,1
A01284952,1,1,1,1,0,1
A01177730,1,1,1,1,0,1
A01620692,1,1,1,1,0,1
A01383311,1,1,1,1,0,1
A01721783,1,1,1,1,0,1
A00832702,1,1,1,1,0,1
A01177830,1,0,1,1,0,1
A01198093,1,1,1,1,0,1
A01722044,1,1,1,1,0,1
A01177917,1,1,1,1,0,1
A01722056,1,1,1,1,0,1
A01067369,1,1,1,1,0,1
A01177812,1,1,1,1,0,1
A01177886,1,1,1,1,1,1
A01423673,1,1,1,1,0,1
A01198195,1,1,1,1,0,1
A01383497,1,1,1,1,0,1
A01285053,1,1,1,1,0,1
A01568847,1,1,1,1,0,1
A00832995,1,1,1,1,0,1
A01571135,1,1,1,1,0,1
A01571149,1,1,1,1,0,1
A01721795,1,1,1,1,0,0
A01177939,1,1,1,1,0,1
A01177950,1,1,1,1,0,1
A01571033,1,1,1,1,0,1
A01284617,1,1,1,1,0,1
A01721897,1,1,1,1,0,1
A01275763,1,1,1,1,0,1
A01721799,1,1,1,1,0,1
A01245744,1,1,1,1,0,1
A01177725,1,1,1,1,0,1
A01721998,1,1,1,0,0,1
A01246424,1,1,1,1,0,1
A01733093,1,1,1,1,0,1
A01285118,1,1,1,1,0,1
A01368573,1,1,1,1,0,0
A01177976,0,1,1,0,0,1
A00572187,1,1,1,1,0,1
A01722137,1,1,1,1,0,1
A00828874,1,1,1,1,0,1
A01285093,1,1,1,1,0,1
A01198254,1,1,1,1,0,0
A01198036,1,1,1,1,0,0
A01198078,1,1,1,1,0,1
A01285113,1,1,1,1,0,1
A01285125,1,1,1,1,0,0
A01721724,1,1,1,1,0,1
A01174086,1,1,1,1,0,1
A01245636,1,1,1,0,0,1
A01245640,1,1,1,1,0,1
A01275920,1,1,1,1,0,1
A01285105,1,1,1,1,0,1
A01748695,1,1,1,1,0,1
A01177741,1,1,1,1,0,1
A01721838,1,1,1,1,0,1
A00834516,1,1,1,1,0,1
A00833613,1,1,1,1,0,1
A00833895,0,1,1,1,0,1
A01284763,1,1,1,1,0,1
A01284957,1,1,1,1,0,1
A01721810,1,1,1,1,0,1
A01067378,1,1,1,1,0,1
A01198290,1,1,1,1,0,1
A01571022,1,1,1,1,1,1
A01747542,1,1,1,1,0,1
A01721775,1,1,1,1,0,1
A01571037,1,1,1,1,0,1
A00227821,1,1,1,1,0,1
A01721847,1,1,1,1,0,1
A01177848,1,1,1,1,0,1
A01177775,1,1,1,1,0,1
A01721733,1,1,1,1,0,0
A01284771,1,1,1,1,0,1
A01369383,1,1,1,0,0,1
A01655295,1,0,1,1,0,1
A01198042,1,1,1,1,0,1
A01198044,1,1,1,1,0,1
A01197946,1,1,1,1,0,1
A01067419,1,1,1,1,0,1
A01284782,1,0,1,0,0,1
A01740833,1,1,1,1,0,1
A01721989,1,1,1,1,0,1
A01177933,1,1,1,1,0,1
A01571188,1,1,1,1,0,1
A01552372,1,1,1,1,0,1
A01026826,1,1,1,1,0,1
A01275665,1,1,1,1,0,1
