ID,CAG AD25 (POR CREDITOS),SERVICIO SOCIAL,DISCIPLINAR ACREDITADA,DISCIPLINARES Extra,ORIENTACION,WA,Requisito
A01669273,0,1,0,1,0,0,0
A01646594,0,1,0,0,0,0,0
A01802621,0,1,0,0,0,0,0
A01802830,0,1,0,0,0,0,0
A01802356,0,1,0,0,0,0,0
A01787017,0,1,0,0,0,0,0
A01646849,0,1,0,0,0,0,0
A01802238,0,1,0,0,0,0,0
A01802727,0,1,0,0,0,0,0
A01646457,0,1,0,0,0,0,0
A01646805,0,1,0,0,0,0,0
A01802564,0,1,0,0,0,0,0
A01668155,0,1,0,0,0,0,0
A01668601,0,1,0,0,0,0,0
A01668855,0,1,0,1,0,0,0
A01646914,0,1,0,0,0,0,0
A01786781,0,1,0,0,0,0,0
A01668379,0,1,0,0,0,0,0
A01803662,0,1,0,0,0,0,0
A01802702,0,1,0,0,0,0,0
A01646731,0,1,0,0,0,0,0
A01786717,0,1,0,0,0,0,0
A01668633,0,1,0,0,0,0,0
A01646944,0,1,0,0,0,0,0
A01802380,0,1,0,0,0,0,0
A01668305,0,0,0,1,0,0,0
A01668491,0,1,0,0,0,0,0
A01646817,0,0,0,1,0,0,0
A01647691,0,1,0,0,0,0,0
A01802465,0,1,0,0,0,0,0
A01802580,0,1,0,0,0,0,0
A01786920,0,1,0,0,0,0,0
A01668595,0,0,0,1,0,0,0
A01802511,0,1,0,0,0,0,0
A01802567,0,1,0,0,0,0,0
A01802366,0,1,0,0,0,0,0
A01802622,0,1,0,0,0,0,0
A01646645,0,1,0,0,0,0,0
A01668377,0,1,0,0,0,0,0
A01802383,0,1,0,0,0,0,0
A01802566,0,1,0,0,0,0,0
A01668170,0,1,0,0,0,0,0
A01787296,0,1,0,0,0,0,0
A01786963,0,1,0,0,0,0,0
A01669470,0,1,0,0,0,0,0
A01802581,0,1,0,0,0,0,0
A01787034,0,1,0,0,0,0,0
A01667918,0,1,0,0,0,0,0
A01667893,0,1,0,0,0,0,0
A01667913,0,1,0,0,0,0,0
A01786921,0,1,0,0,0,0,0
A01787110,0,1,0,0,0,0,0
A01786999,0,1,0,0,0,0,0
A01802565,0,1,0,0,0,0,0
A01668645,0,1,0,0,0,0,0
A01668519,0,1,0,0,0,0,0
A01669479,0,1,0,1,0,0,0
A01668243,0,1,0,0,0,0,0
A01787007,0,1,0,0,0,0,0
A01647448,0,1,0,0,0,0,0
A01668076,0,1,0,0,0,0,0
A01647581,0,1,0,0,0,0,0
A01803036,0,1,0,0,0,0,0
A01787208,0,1,0,0,0,0,0
A01787305,0,1,0,0,0,0,0
A01803310,0,1,0,0,0,0,0
A01647609,0,1,0,0,0,0,0
A01787755,0,1,0,0,0,0,0
A01647667,0,1,0,0,0,0,0
A01668648,0,1,0,0,0,0,0
A01803390,0,1,0,0,0,0,0
A01668654,0,1,0,0,0,0,0
A01787232,0,1,0,0,0,0,0
A01802793,0,1,0,0,0,0,0
A01787206,0,1,0,0,0,0,0
A01802886,0,1,0,0,0,0,0
A01668639,0,1,0,0,0,0,0
A01787436,0,1,0,0,0,0,0
A01647342,0,1,0,0,0,0,0
A01647707,0,0,0,0,0,0,0
A01668393,0,1,0,0,0,0,0
A01647561,0,1,0,0,0,0,0
A01787350,0,1,0,0,0,0,0
A00842617,0,1,0,0,0,0,0
A01668858,0,1,0,0,0,0,0
A01647207,0,1,0,0,0,0,0
A01669358,0,0,0,1,0,0,0
A01668979,0,1,0,0,0,0,0
A01668527,0,1,0,0,0,0,0
A01647111,0,1,0,0,0,0,0
A01647529,0,1,0,0,0,0,0
A01647112,0,1,0,0,0,0,0
A01668986,0,0,0,1,0,0,0
A01669526,0,1,0,1,0,0,0
A01647052,0,1,0,0,0,0,0
A01647273,0,1,0,0,0,0,0
A01787441,0,1,0,0,0,0,0
A01787587,0,1,0,0,0,0,0
A01668982,0,1,0,0,0,0,0
A01787549,0,1,0,0,0,0,0
A01803715,0,1,0,0,0,0,0
A01787292,0,1,0,0,0,0,0
A01668904,0,1,0,0,0,0,0
A01668915,0,1,0,0,0,0,0
A01787439,0,1,0,0,0,0,0
A01668992,0,1,0,0,0,0,0
A01787447,0,1,0,0,0,0,0
A01668621,0,1,0,0,0,0,0
A01787675,0,1,0,0,0,0,0
A01787431,0,1,0,0,0,0,0
A01803533,0,1,0,0,0,0,0
A01668968,0,1,0,0,0,0,0
A01668768,0,1,0,0,0,0,0
A01668652,0,1,0,0,0,0,0
A01803053,0,1,0,0,0,0,0
A01669575,0,1,0,1,0,0,0
A01668907,0,1,0,0,0,0,0
A01668922,0,1,0,0,0,0,0
A01668679,0,1,0,0,0,0,0
A01647252,0,1,0,0,0,0,0
A01647265,0,1,0,0,0,0,0
A01669220,0,1,0,0,0,0,0
A01787586,0,1,0,0,0,0,0
A01669015,0,1,0,0,0,0,0
A01803469,0,1,0,0,0,0,0
A01669492,0,1,0,0,0,0,0
A01647262,0,1,0,0,0,0,0
A01647389,0,1,0,0,0,0,0
A01787719,0,1,0,0,0,0,0
A01669472,0,1,0,0,0,0,0
A01803630,0,1,0,0,0,0,0
A01669119,0,1,0,0,0,0,0
A01669023,0,1,0,0,0,0,0
A01669029,0,1,0,0,0,0,0
A01669189,0,1,0,0,0,0,0
A01403665,0,1,0,0,0,0,0
A01803584,0,1,0,0,0,0,0
A01647686,0,0,0,1,0,0,0
A01803515,0,1,0,0,0,0,0
A01803598,0,1,0,0,0,0,0
A01647544,0,1,0,0,0,0,0
A01647559,0,1,0,0,0,0,0
A01669554,0,1,0,0,0,0,0
A01669347,0,1,0,0,0,0,0
A01669418,0,1,0,0,0,0,0
A01669638,0,0,0,1,0,0,0
A01669419,0,1,0,0,0,0,0
A01669581,0,1,0,0,0,0,0
A01803647,0,1,0,0,0,0,0
A01647642,0,1,0,0,0,0,0
A01669597,0,1,0,0,0,0,0
A01787808,0,1,0,0,0,0,0
A01787826,0,1,0,0,0,0,0
A01669595,0,1,0,0,0,0,0
A01647702,0,1,0,0,0,0,0
A01787840,0,1,0,0,0,0,0
A01803729,0,1,0,0,0,0,0
A01647719,0,1,0,0,0,0,0
A01630443,0,1,0,0,0,0,0
A01742217,0,0,0,0,0,0,0
A01620279,0,1,0,0,0,0,0
A01641464,0,1,0,0,0,0,0
A00344946,0,1,0,0,0,0,0
A01642082,0,1,0,0,0,0,0
A01783008,0,1,0,0,0,0,0
A01647285,0,1,0,0,0,0,0
A01636290,0,0,0,1,0,0,0
A01275817,0,1,0,0,0,0,0
A00835050,0,1,0,0,0,0,0
A01657378,0,1,0,1,0,0,0
A01423972,0,1,0,0,0,0,0
A01029280,0,1,0,1,0,0,0
A01781396,0,1,0,0,0,0,0
A01781160,0,1,0,0,0,0,0
A01639481,0,1,0,0,0,0,0
A01753281,0,1,0,0,0,0,0
A01660115,0,1,0,0,0,0,0
A01753303,0,1,0,0,0,0,0
A01751760,0,1,0,0,0,0,0
A01659711,0,0,0,1,0,0,0
A01029643,0,1,0,0,0,0,0
A01742140,0,0,0,1,0,0,0
A01639522,0,1,0,0,0,0,0
A01803526,0,1,0,0,0,0,0
A01751984,0,1,0,0,0,0,0
A01660630,0,1,0,0,0,0,0
A01646667,0,1,0,0,0,0,0
A01660748,0,1,0,0,0,0,0
A01781723,0,1,0,0,0,0,0
A01781946,0,1,0,0,0,0,0
A01660812,0,1,0,0,0,0,0
A01781920,0,1,0,0,0,0,0
A01640840,0,1,0,0,0,0,0
A01640780,0,1,0,0,0,0,0
A01569364,0,1,0,0,0,0,0
A01640918,0,1,0,0,0,0,0
A01641090,0,1,0,0,0,0,0
A01770490,0,1,0,0,0,0,0
A01770493,0,1,0,0,0,0,0
A01753441,0,1,0,0,0,0,0
A01753443,0,1,0,0,0,0,0
A01660992,0,1,0,0,0,0,0
A01782037,0,1,0,0,0,0,0
A01753463,0,1,0,0,0,0,0
A01174759,0,1,0,0,0,0,0
A01068127,0,1,0,0,0,0,0
A01782660,0,1,0,0,0,0,0
A01613268,0,0,0,0,0,0,0
A01640709,0,1,0,0,0,0,0
A01640771,0,0,0,0,0,0,0
A01640711,0,1,0,0,0,0,0
A01174758,0,1,0,0,0,0,0
A01660944,0,1,0,0,0,0,0
A01753869,0,1,0,0,0,0,0
A01753527,0,1,0,1,0,0,0
A01640739,0,1,0,0,0,0,0
A01640850,0,1,0,0,0,0,0
A01640743,0,1,0,0,0,0,0
A01641066,0,1,0,0,0,0,0
A01753583,0,1,0,0,0,0,0
A01782357,0,1,0,0,0,0,0
A01641339,0,1,0,0,0,0,0
A01661051,0,1,0,0,0,0,0
A01753551,0,1,0,0,0,0,0
A01742066,0,0,0,1,0,0,0
A01662445,0,1,0,0,0,0,0
A01782041,0,1,0,0,0,0,0
A01753668,0,1,0,0,0,0,0
A01742109,0,1,0,0,0,0,0
A01754013,0,1,0,0,0,0,0
A01781971,0,1,0,0,0,0,0
A01661191,0,1,0,0,0,0,0
A01640960,0,1,0,0,0,0,0
A01424758,0,1,0,0,0,0,0
A01742162,0,1,0,0,0,0,0
A01753685,0,1,0,0,0,0,0
A01753606,0,1,0,0,0,0,0
A01782072,0,1,0,0,0,0,0
A01661123,0,1,0,0,0,0,0
A01753662,0,1,0,0,0,0,0
A01661193,0,1,0,0,0,0,0
A01754029,0,1,0,0,0,0,0
A01770661,0,1,0,0,0,0,0
A01770662,0,0,0,1,0,0,0
A01234774,0,1,0,0,0,0,0
A01661065,0,1,0,1,0,0,0
A01782075,0,1,0,0,0,0,0
A01753600,0,1,0,0,0,0,0
A01661070,0,1,0,0,0,0,0
A01640968,0,1,0,0,0,0,0
A01641201,0,1,0,0,0,0,0
A01782211,0,1,0,0,0,0,0
A01661029,0,1,0,0,0,0,0
A01753659,0,1,0,0,0,0,0
A01068176,0,1,0,0,0,0,0
A01753799,0,1,0,0,0,0,0
A01641213,0,1,0,0,0,0,0
A01613229,0,1,0,0,0,0,0
A01277095,0,1,0,0,0,0,0
A01641081,0,1,0,0,0,0,0
A01782069,0,1,0,0,0,0,0
A01277054,0,1,0,0,0,0,0
A01754109,0,1,0,0,0,0,0
A01277104,0,1,0,0,0,0,0
A01641028,0,1,0,0,0,0,0
A01541597,0,1,0,0,0,0,0
A01753640,0,1,0,0,0,0,0
A01753681,0,1,0,0,0,0,0
A01754308,0,1,0,0,0,0,0
A01277052,0,1,0,0,0,0,0
A01753775,0,1,0,0,0,0,0
A01754079,0,1,0,0,0,0,0
A01782436,0,1,0,0,0,0,0
A01661239,0,1,0,0,0,0,0
A01661361,0,1,0,0,0,0,0
A01754148,0,1,0,0,0,0,0
A01641118,0,1,0,0,0,0,0
A01661365,0,1,0,0,0,0,0
A01661531,0,1,0,0,0,0,0
A01641558,0,1,0,1,0,0,0
A01753819,0,1,0,0,0,0,0
A01661246,0,1,0,0,0,0,0
A01641370,0,1,0,0,0,0,0
A01641210,0,1,0,0,0,0,0
A01571996,0,1,0,0,0,0,0
A01641271,0,1,0,0,0,0,0
A01647360,0,1,0,0,0,0,0
A01661331,0,1,0,0,0,0,0
A01754312,0,1,0,0,0,0,0
A01174849,0,1,0,0,0,0,0
A01754042,0,1,0,0,0,0,0
A01277133,0,1,0,0,0,0,0
A01754019,0,0,0,1,0,0,0
A01754115,0,1,0,0,0,0,0
A01641580,0,1,0,0,0,0,0
A01754121,0,0,0,1,0,0,0
A01641466,0,1,0,0,0,0,0
A01661292,0,1,0,0,0,0,0
A01754168,0,1,0,0,0,0,0
A01661293,0,1,0,0,0,0,0
A01754000,0,1,0,0,0,0,0
A01661338,0,1,0,0,0,0,0
A01661298,0,1,0,0,0,0,0
A01754024,0,1,0,0,0,0,0
A01782507,0,1,0,0,0,0,0
A01661394,0,1,0,0,0,0,0
A01642149,0,1,0,0,0,0,0
A01068181,0,1,0,0,0,0,0
A01642140,0,1,0,0,0,0,0
A01641817,0,1,0,0,0,0,0
A01783077,0,1,0,0,0,0,0
A01661631,0,1,0,0,0,0,0
A01641318,0,1,0,0,0,0,0
A01641714,0,1,0,0,0,0,0
A01641511,0,1,0,0,0,0,0
A01647557,0,1,0,0,0,0,0
A01662435,0,1,0,0,0,0,0
A01754222,0,1,0,0,0,0,0
A01782613,0,1,0,0,0,0,0
A01782670,0,1,0,0,0,0,0
A01661668,0,1,0,1,0,0,0
A01754379,0,1,0,0,0,0,0
A01754333,0,1,0,0,0,0,0
A01661943,0,1,0,0,0,0,0
A01661640,0,1,0,0,0,0,0
A01782677,0,1,0,0,0,0,0
A01641818,0,1,0,0,0,0,0
A01782630,0,1,0,1,0,0,0
A01782829,0,1,0,0,0,0,0
A01754330,0,1,0,0,0,0,0
A01754331,0,1,0,0,0,0,0
A01661673,0,1,0,0,0,0,0
A01782589,0,1,0,0,0,0,0
A01742312,0,1,0,0,0,0,0
A01754744,0,1,0,0,0,0,0
A01642302,0,1,0,0,0,0,0
A01661675,0,1,0,0,0,0,0
A01352653,0,1,0,0,0,0,0
A01754404,0,1,0,0,0,0,0
A01782905,0,1,0,0,0,0,0
A01661763,0,1,0,0,0,0,0
A01661813,0,1,0,0,0,0,0
A01662181,0,1,0,0,0,0,0
A01662099,0,1,0,0,0,0,0
A01642270,0,1,0,0,0,0,0
A01754535,0,1,0,0,0,0,0
A01661865,0,1,0,0,0,0,0
A01783044,0,1,0,0,0,0,0
A01754672,0,1,0,0,0,0,0
A01754717,0,1,0,0,0,0,0
A01641820,0,1,0,0,0,0,0
A01642369,0,1,0,0,0,0,0
A01541810,0,0,0,1,0,0,0
A01661926,0,1,0,0,0,0,0
A01641936,0,1,0,0,0,0,0
A01174889,0,1,0,0,0,0,0
A01802795,0,1,0,0,0,0,0
A01641839,0,0,0,0,0,0,0
A01412728,0,0,0,1,0,0,0
A01754718,0,1,0,0,0,0,0
A01641846,0,1,0,0,0,0,0
A01754638,0,1,0,0,0,0,0
A01754719,0,1,0,0,0,0,0
A01783017,0,1,0,1,0,0,0
A01782902,0,1,0,0,0,0,0
A01754936,0,1,0,0,0,0,0
A01798070,0,1,0,0,0,0,0
A01277273,0,1,0,0,0,0,0
A01754727,0,1,0,0,0,0,0
A01803582,0,1,0,0,0,0,0
A01662151,0,1,0,0,0,0,0
A01662152,0,1,0,0,0,0,0
A01174887,0,1,0,0,0,0,0
A01662262,0,1,0,0,0,0,0
A01754787,0,1,0,0,0,0,0
A01802171,0,1,0,0,0,0,0
A01754912,0,1,0,0,0,0,0
A01641974,0,0,0,1,0,0,0
A01662485,0,1,0,0,0,0,0
A01662232,0,1,0,0,0,0,0
A01662190,0,1,0,0,0,0,0
A01662267,0,1,0,0,0,0,0
A01662225,0,1,0,1,0,0,0
A01709599,0,1,0,0,0,0,0
A01642061,0,1,0,0,0,0,0
A01662210,0,1,0,0,0,0,0
A01754902,0,1,0,0,0,0,0
A01642085,0,1,0,0,0,0,0
A01802695,0,1,0,0,0,0,0
A01662377,0,1,0,0,0,0,0
A01736514,0,1,0,0,0,0,0
A01642152,0,1,0,0,0,0,0
A01642153,0,1,0,0,0,0,0
A01783232,0,1,0,0,0,0,0
A01783189,0,1,0,0,0,0,0
A01662578,0,1,0,0,0,0,0
A01783164,0,1,0,0,0,0,0
A01662548,0,1,0,0,0,0,0
A01662645,0,1,0,0,0,0,0
A01662520,0,1,0,0,0,0,0
A01783351,0,1,0,0,0,0,0
A01754986,0,1,0,0,0,0,0
A01662641,0,1,0,0,0,0,0
A01798058,0,1,0,0,0,0,0
A01802872,0,1,0,0,0,0,0
A01787812,0,1,0,0,0,0,0
A01662674,0,1,0,1,0,0,0
A01662804,0,1,0,0,0,0,0
A01277377,0,1,0,0,0,0,0
A01798111,0,1,0,0,0,0,0
A01798160,0,1,0,0,0,0,0
A01647199,0,1,0,0,0,0,0
A01798920,0,1,0,0,0,0,0
A01642992,0,1,0,0,0,0,0
A01783905,0,1,0,0,0,0,0
A01784472,0,1,0,0,0,0,0
A01647043,0,1,0,0,0,0,0
A01425334,0,1,0,0,0,0,0
A01664276,0,1,0,0,0,0,0
A01784652,0,1,0,0,0,0,0
A01799683,0,1,0,0,0,0,0
A01664579,0,1,0,0,0,0,0
A07046079,0,1,0,0,0,0,0
A01803227,0,1,0,0,0,0,0
A01787757,0,1,0,0,0,0,0
A01713230,0,1,0,0,0,0,0
A01800353,0,1,0,0,0,0,0
A01668317,0,1,0,0,0,0,0
A01668683,0,0,0,1,0,0,0
A01712113,0,1,0,0,0,0,0
A01785809,0,1,0,0,0,0,0
A01801159,0,1,0,0,0,0,0
A01645896,0,1,0,0,0,0,0
A01786170,0,1,0,0,0,0,0
A01787740,0,1,0,0,0,0,0
A01786232,0,1,0,0,0,0,0
A01645911,0,0,0,0,0,0,0
A01647128,0,1,0,0,0,0,0
A01786651,0,1,0,0,0,0,0
A01667283,0,1,0,0,0,0,0
A01801866,0,1,0,0,0,0,0
A01668318,0,1,0,0,0,0,0
A01668362,0,1,0,0,0,0,0
A01646902,0,0,0,1,0,0,0
A01667431,0,1,0,0,0,0,0
A01667321,0,1,0,0,0,0,0
A01786518,0,1,0,0,0,0,0
A01667878,0,1,0,0,0,0,0
A01787020,0,1,0,0,0,0,0
A01802101,0,1,0,0,0,0,0
A01667408,0,1,0,0,0,0,0
A01667587,0,1,0,1,0,0,0
A01647492,0,1,0,0,0,0,0
A01787118,0,1,0,0,0,0,0
A01786776,0,1,0,0,0,0,0
A01667437,0,1,0,0,0,0,0
A01646586,0,0,0,1,0,0,0
A01646181,0,1,0,0,0,0,0
A01739087,0,1,0,0,0,0,0
A01802889,0,1,0,0,0,0,0
A01646851,0,1,0,0,0,0,0
A01802067,0,1,0,0,0,0,0
A01646416,0,1,0,0,0,0,0
A01802063,0,1,0,0,0,0,0
A01801928,0,1,0,0,0,0,0
A01787731,0,1,0,0,0,0,0
A01803653,0,1,0,0,0,0,0
A01667717,0,1,0,0,0,0,0
A01786540,0,1,0,0,0,0,0
A01787474,0,1,0,0,0,0,0
A01802023,0,1,0,0,0,0,0
A01646122,0,1,0,0,0,0,0
A01668681,0,0,0,1,0,0,0
A01786711,0,1,0,0,0,0,0
A01786892,0,1,0,0,0,0,0
A01646419,0,1,0,0,0,0,0
A01646669,0,1,0,0,0,0,0
A01802502,0,1,0,0,0,0,0
A01647616,0,1,0,0,0,0,0
A01787106,0,1,0,0,0,0,0
A01787769,0,1,0,0,0,0,0
A01668598,0,1,0,0,0,0,0
A01646953,0,1,0,0,0,0,0
A01786777,0,1,0,0,0,0,0
A01786718,0,1,0,0,0,0,0
A01646501,0,1,0,0,0,0,0
A01786700,0,1,0,0,0,0,0
A01802236,0,1,0,0,0,0,0
A01646856,0,0,0,1,0,0,0
A01646611,0,1,0,0,0,0,0
A01646729,0,1,0,0,0,0,0
A01646120,0,1,0,0,0,0,0
A00841233,0,1,0,0,0,0,0
A01646791,0,1,0,0,0,0,0
A01787216,0,1,0,0,0,0,0
A01646493,0,1,0,0,0,0,0
A01647260,0,1,0,0,0,0,0
A01802384,0,1,0,1,0,0,0
A01646489,0,1,0,0,0,0,0
A01647592,0,1,0,0,0,0,0
A01646844,0,1,0,0,0,0,0
A01787287,0,1,0,0,0,0,0
A01667817,0,1,0,1,0,0,0
A01786997,0,1,0,0,0,0,0
A01646863,0,1,0,0,0,0,0
A01786810,0,1,0,0,0,0,0
A01646676,0,1,0,0,0,0,0
A01646730,0,1,0,0,0,0,0
A01646781,0,1,0,0,0,0,0
A01787742,0,1,0,0,0,0,0
A01786576,0,1,0,0,0,0,0
A01802309,0,1,0,0,0,0,0
A01786952,0,1,0,0,0,0,0
A01646951,0,1,0,0,0,0,0
A01802571,0,1,0,0,0,0,0
A01647597,0,1,0,0,0,0,0
A01668135,0,1,0,0,0,0,0
A01787782,0,1,0,0,0,0,0
A01646569,0,1,0,0,0,0,0
A01647193,0,1,0,0,0,0,0
A01668453,0,1,0,0,0,0,0
A01803037,0,1,0,0,0,0,0
A01647133,0,1,0,0,0,0,0
A01787214,0,1,0,0,0,0,0
A01802797,0,1,0,0,0,0,0
A01647063,0,1,0,0,0,0,0
A01802365,0,1,0,0,0,0,0
A01646848,0,1,0,0,0,0,0
A01739618,0,1,0,0,0,0,0
A01802843,0,1,0,0,0,0,0
A01668159,0,1,0,0,0,0,0
A01646776,0,1,0,0,0,0,0
A01786965,0,1,0,0,0,0,0
A01787037,0,1,0,0,0,0,0
A01802723,0,1,0,0,0,0,0
A01646864,0,1,0,0,0,0,0
A01668182,0,1,0,0,0,0,0
A01802687,0,1,0,0,0,0,0
A01667887,0,1,0,0,0,0,0
A01802891,0,1,0,0,0,0,0
A01786989,0,1,0,0,0,0,0
A01646867,0,1,0,0,0,0,0
A01802876,0,1,0,1,0,0,0
A01786919,0,1,0,0,0,0,0
A01646778,0,1,0,0,0,0,0
A01647064,0,1,0,0,0,0,0
A01802701,0,1,0,0,0,0,0
A01647070,0,1,0,0,0,0,0
A01668394,0,1,0,0,0,0,0
A01668171,0,1,0,0,0,0,0
A01786961,0,1,0,0,0,0,0
A01787644,0,1,0,0,0,0,0
A01802717,0,1,0,0,0,0,0
A01669436,0,1,0,1,0,0,0
A01802825,0,1,0,0,0,0,0
A01803001,0,1,0,0,0,0,0
A01646937,0,1,0,0,0,0,0
A01647062,0,1,0,0,0,0,0
A01646811,0,1,0,0,0,0,0
A01646952,0,1,0,0,0,0,0
A01668480,0,1,0,0,0,0,0
A01669101,0,0,0,1,0,0,0
A01787783,0,1,0,0,0,0,0
A01668622,0,1,0,0,0,0,0
A01803560,0,1,0,0,0,0,0
A01668602,0,1,0,0,0,0,0
A01646876,0,1,0,0,0,0,0
A01647363,0,1,0,1,0,0,0
A01668399,0,1,0,0,0,0,0
A01803612,0,1,0,0,0,0,0
A01647554,0,0,0,0,0,0,0
A01787242,0,1,0,0,0,0,0
A01647405,0,1,0,0,0,0,0
A01647057,0,1,0,0,0,0,0
A01647550,0,1,0,0,0,0,0
A01787321,0,1,0,0,0,0,0
A01802999,0,1,0,0,0,0,0
A01802919,0,1,0,1,0,0,0
A01787429,0,1,0,0,0,0,0
A01669548,0,0,0,1,0,0,0
A01803287,0,1,0,0,0,0,0
A01669103,0,0,0,1,0,0,0
A01787666,0,1,0,0,0,0,0
A01787308,0,1,0,0,0,0,0
A01787386,0,1,0,0,0,0,0
A01668612,0,1,0,0,0,0,0
A01669507,0,1,0,0,0,0,0
A01787613,0,1,0,0,0,0,0
A01668905,0,1,0,0,0,0,0
A01647240,0,1,0,0,0,0,0
A01803061,0,1,0,0,0,0,0
A01647255,0,1,0,0,0,0,0
A01669144,0,1,0,1,0,0,0
A01668974,0,1,0,0,0,0,0
A01647520,0,1,0,0,0,0,0
A01669318,0,1,0,0,0,0,0
A01669468,0,0,0,1,0,0,0
A01803172,0,1,0,0,0,0,0
A01647269,0,1,0,0,0,0,0
A01787653,0,1,0,0,0,0,0
A01647439,0,1,0,0,0,0,0
A01669106,0,0,0,1,0,0,0
A01669553,0,1,0,0,0,0,0
A01669229,0,1,0,0,0,0,0
A01803377,0,1,0,0,0,0,0
A01669122,0,1,0,0,0,0,0
A01787518,0,1,0,0,0,0,0
A01787572,0,1,0,0,0,0,0
A01647479,0,1,0,0,0,0,0
A01669190,0,1,0,0,0,0,0
A01669260,0,1,0,0,0,0,0
A01669282,0,1,0,0,0,0,0
A01669631,0,1,0,0,0,0,0
A01647481,0,1,0,0,0,0,0
A01787737,0,1,0,0,0,0,0
A01787800,0,1,0,0,0,0,0
A01803527,0,1,0,0,0,0,0
A01787751,0,1,0,0,0,0,0
A01787638,0,1,0,0,0,0,0
A01669454,0,1,0,1,0,0,0
A01787718,0,1,0,0,0,0,0
A01647653,0,1,0,0,0,0,0
A01669387,0,1,0,0,0,0,0
A01669364,0,1,0,0,0,0,0
A01647604,0,1,0,0,0,0,0
A01803572,0,1,0,0,0,0,0
A01669451,0,1,0,0,0,0,0
A01803648,0,1,0,0,0,0,0
A01669391,0,1,0,0,0,0,0
A01647647,0,1,0,0,0,0,0
A01669442,0,1,0,0,0,0,0
A01787822,0,1,0,0,0,0,0
A01647626,0,1,0,0,0,0,0
A01803680,0,1,0,0,0,0,0
A01803681,0,1,0,0,0,0,0
A01669540,0,1,0,0,0,0,0
A01803652,0,1,0,0,0,0,0
A01669639,0,1,0,1,0,0,0
A01787839,0,1,0,0,0,0,0
A01669549,0,1,0,0,0,0,0
A01669556,0,1,0,0,0,0,0
A01669582,0,1,0,0,0,0,0
A01736391,0,1,0,0,0,0,0
A01742018,0,1,0,0,0,0,0
A01742028,0,1,0,0,0,0,0
A01747137,0,1,0,0,0,0,0
A01657263,0,1,0,0,0,0,0
A01646680,0,1,0,0,0,0,0
A01640697,0,1,0,0,0,0,0
A01369915,0,1,0,0,0,0,0
A01637726,0,1,0,0,0,0,0
A01781128,0,1,0,0,0,0,0
A01658927,0,1,0,0,0,0,0
A01276479,0,1,0,0,0,0,0
A01029230,0,1,0,1,0,0,0
A01751980,0,1,0,0,0,0,0
A01753084,0,1,0,1,0,0,0
A01029630,0,1,0,0,0,0,0
A01751474,0,1,0,0,0,0,0
A01639070,0,1,0,0,0,0,0
A01352348,0,1,0,0,0,0,0
A01639197,0,1,0,0,0,0,0
A01751918,0,1,0,0,0,0,0
A01174663,0,1,0,0,0,0,0
A01660012,0,1,0,0,0,0,0
A01639404,0,0,0,0,0,0,0
A01752438,0,0,0,1,0,0,0
A01640051,0,1,0,0,0,0,0
A01781182,0,1,0,0,0,0,0
A01770222,0,1,0,0,0,0,0
A01752748,0,1,0,0,0,0,0
A01660266,0,1,0,0,0,0,0
A01660566,0,1,0,0,0,0,0
A01660607,0,0,0,1,0,0,0
A01753191,0,1,0,0,0,0,0
A01781857,0,1,0,0,0,0,0
A01641065,0,0,0,0,0,0,0
A01781873,0,1,0,0,0,0,0
A01613072,0,1,0,0,0,0,0
A01174766,0,1,0,0,0,0,0
A01569340,0,0,0,1,0,0,0
A01770633,0,1,0,0,0,0,0
A01787217,0,1,0,0,0,0,0
A01781969,0,1,0,0,0,0,0
A01646337,0,1,0,0,0,0,0
A01781880,0,1,0,0,0,0,0
A01781890,0,0,0,1,0,0,0
A01640717,0,0,0,1,0,0,0
A01640725,0,1,0,0,0,0,0
A01640798,0,1,0,0,0,0,0
A01782116,0,1,0,0,0,0,0
A01640738,0,1,0,0,0,0,0
A01640762,0,1,0,0,0,0,0
A01770577,0,1,0,0,0,0,0
A01753555,0,1,0,0,0,0,0
A01753523,0,1,0,0,0,0,0
A01641928,0,1,0,0,0,0,0
A01424776,0,1,0,0,0,0,0
A01782071,0,1,0,0,0,0,0
A01753476,0,1,0,0,0,0,0
A01661771,0,1,0,0,0,0,0
A01753453,0,1,0,0,0,0,0
A01640939,0,1,0,0,0,0,0
A01174764,0,1,0,0,0,0,0
A01640975,0,1,0,0,0,0,0
A01640785,0,1,0,0,0,0,0
A01660932,0,1,0,0,0,0,0
A01640870,0,0,0,1,0,0,0
A01753629,0,1,0,1,0,0,0
A01660999,0,1,0,0,0,0,0
A01641238,0,1,0,0,0,0,0
A01424735,0,1,0,0,0,0,0
A01646601,0,1,0,0,0,0,0
A01277021,0,1,0,0,0,0,0
A01640880,0,1,0,0,0,0,0
A01661001,0,1,0,0,0,0,0
A01782169,0,1,0,0,0,0,0
A01782055,0,1,0,0,0,0,0
A01661002,0,1,0,0,0,0,0
A01640883,0,1,0,0,0,0,0
A01661005,0,1,0,0,0,0,0
A01640912,0,1,0,0,0,0,0
A01660961,0,1,0,0,0,0,0
A01661006,0,1,0,0,0,0,0
A01277015,0,0,0,1,0,0,0
A01661007,0,1,0,1,0,0,0
A01782156,0,1,0,0,0,0,0
A01742087,0,1,0,0,0,0,0
A01782040,0,1,0,0,0,0,0
A00227748,0,1,0,0,0,0,0
A01277013,0,1,0,0,0,0,0
A01661192,0,1,0,1,0,0,0
